あだ名,あだな
優れな,すぐ
優れず,すぐ
優れて,すぐ
優れよ,すぐ
優れら,すぐ
優れさ,すぐ
優れろ,すぐ
優先,ゆうせん
優勝,ゆうしょう
優待,ゆうたい
優越,ゆうえつ
優遇,ゆうぐう
儲かり,もうか
儲かる,もうか
儲かった,もうか
儲から,もうか
儲かって,もうか
儲かろ,もうか
儲かれ,もうか
儲から,もうか
儲けま,もう
儲ける,もう
儲けた,もう
儲けな,もう
儲けず,もう
儲けて,もう
儲けよ,もう
儲けら,もう
儲けさ,もう
儲けろ,もう
充てま,あ
充てる,あ
充てた,あ
充てな,あ
充てず,あ
充てて,あ
充てよ,あ
充てら,あ
充てさ,あ
充てろ,あ
充填,じゅうてん
充実,じゅうじつ
充当,じゅうとう
充満,じゅうまん
充血,じゅうけつ
充足,じゅうそく
先んじま,さきん
先んじる,さきん
先んじた,さきん
先んじな,さきん
先んじず,さきん
先んじて,さきん
先んじよ,さきん
先んじら,さきん
先んじさ,さきん
先んじろ,さきん
先制,せんせい
先勝,せんしょう
先取,せんしゅ
先取り,さきどり
先回り,さきまわり
先導,せんどう
先払い,さきばらい
先攻,せんこう
先決,せんけつ
先発,せんぱつ
先着,せんちゃく
先立ち,さきだ
先立つ,さきだ
先立った,さきだ
先立た,さきだ
先立って,さきだ
先立とう,さきだ
先立げ,さきだ
先立た,さきだ
先立て,さきだ
先細り,さきぼそり
先行,せんこう
先見,せんけん
先議,せんぎ
先走り,さきばし
先走る,さきばし
先走った,さきばし
先走ら,さきばし
先走って,さきばし
先走ろ,さきばし
先走れ,さきばし
先走ら,さきばし
先送り,さきおくり
先遣,せんけん
先駆,せんく
先駆け,さきがけ
先駆けま,さきが
先駆ける,さきが
先駆けた,さきが
先駆けな,さきが
先駆けず,さきが
先駆けて,さきが
先駆けよ,さきが
先駆けら,さきが
先駆けさ,さきが
先駆けろ,さきが
光り,ひか
光る,ひか
光った,ひか
光ら,ひか
光って,ひか
光ろ,ひか
光れ,ひか
光ら,ひか
克己,こっき
克服,こくふく
免税,めんぜい
免職,めんしょく
免許,めんきょ
免責,めんせき
免除,めんじょ
兎角,とかく
入り,い
入る,い
入った,い
入ら,い
入って,い
入ろ,い
入れ,い
入ら,い
入り,はい
入る,はい
入った,はい
入ら,はい
入って,はい
入ろ,はい
入れ,はい
入ら,はい
入れ,い
入れま,い
入れる,い
入れた,い
入れな,い
入れず,い
入れて,い
入れよ,い
入れら,い
入れさ,い
入れろ,い
入会,にゅうかい
入信,にゅうしん
入党,にゅうとう
入力,にゅうりょく
入団,にゅうだん
入国,にゅうこく
入園,にゅうえん
入場,にゅうじょう
入学,にゅうがく
入室,にゅうしつ
入居,にゅうきょ
入幕,にゅうまく
入所,にゅうしょ
入手,にゅうしゅ
入札,にゅうさつ
入来,にゅうらい
入校,にゅうこう
入植,にゅうしょく
入浴,にゅうよく
入港,にゅうこう
入社,にゅうしゃ
入籍,にゅうせき
入荷,にゅうか
入賞,にゅうしょう
入選,にゅうせん
入部,にゅうぶ
入金,にゅうきん
入門,にゅうもん
入閣,にゅうかく
入院,にゅういん
入隊,にゅうたい
全う,まっと
全壊,ぜんかい
全廃,ぜんぱい
全快,ぜんかい
全敗,ぜんぱい
全治,ぜんち
全滅,ぜんめつ
全焼,ぜんしょう
全訳,ぜんやく
全開,ぜんかい
公募,こうぼ
公告,こうこく
公定,こうてい
公布,こうふ
公演,こうえん
公示,こうじ
公称,こうしょう
公約,こうやく
公表,こうひょう
公言,こうげん
公訴,こうそ
公認,こうにん
公述,こうじゅつ
公選,こうせん
公開,こうかい
共倒れ,ともだおれ
共催,きょうさい
共働き,ともばたらき
共同,きょうどう
共和,きょうわ
共存,きょうぞん
共学,きょうがく
共感,きょうかん
共有,きょうゆう
共栄,きょうえい
共演,きょうえん
共生,きょうせい
共用,きょうよう
共稼ぎ,ともかせぎ
共立,きょうりつ
共謀,きょうぼう
共通,きょうつう
共闘,きょうとう
共食い,ともぐい
共鳴,きょうめい
具体化,ぐたいか
具現,ぐげん
具申,ぐしん
具象,ぐしょう
兼ねま,か
兼ねる,か
兼ねた,か
兼ねな,か
兼ねず,か
兼ねて,か
兼ねよ,か
兼ねら,か
兼ねさ,か
兼ねろ,か
兼任,けんにん
兼営,けんえい
兼用,けんよう
内偵,ないてい
内出血,ないしゅっけつ
内勤,ないきん
内包,ないほう
内向,ないこう
内在,ないざい
内定,ないてい
内申,ないしん
内発,ないはつ
内省,ないせい
内示,ないじ
内職,ないしょく
内蔵,ないぞう
内装,ないそう
内諾,ないだく
円熟,えんじゅく
再スタート,さいスタート
再任,さいにん
再会,さいかい
再出発,さいしゅっぱつ
再婚,さいこん
再審,さいしん
再建,さいけん
再来,さいらい
再検討,さいけんとう
再演,さいえん
再燃,さいねん
再版,さいはん
再生,さいせい
再生産,さいせいさん
再発,さいはつ
再確認,さいかくにん
再編,さいへん
再考,さいこう
再興,さいこう
再訪,さいほう
再起,さいき
再起動,さいきどう
再録,さいろく
再開,さいかい
再開発,さいかいはつ
冒し,おか
冒す,おか
冒さ,おか
冒そ,おか
冒せ,おか
冒険,ぼうけん
写し,うつ
写す,うつ
写さ,うつ
写そ,うつ
写せ,うつ
写り,うつ
写る,うつ
写った,うつ
写ら,うつ
写って,うつ
写ろ,うつ
写れ,うつ
写ら,うつ
写実,しゃじつ
写生,しゃせい
写経,しゃきょう
冠水,かんすい
冬眠,とうみん
冴えま,さ
冴える,さ
冴えた,さ
冴えな,さ
冴えず,さ
冴えて,さ
冴えよ,さ
冴えら,さ
冴えさ,さ
冴えろ,さ
冷えま,ひ
冷える,ひ
冷えた,ひ
冷えな,ひ
冷えず,ひ
冷えて,ひ
冷えよ,ひ
冷えら,ひ
冷えさ,ひ
冷えろ,ひ
冷まし,さま
冷ます,さま
冷まさ,さま
冷まそ,さま
冷ませ,さま
冷めま,さ
冷める,さ
冷めた,さ
冷めな,さ
冷めず,さ
冷めて,さ
冷めよ,さ
冷めら,さ
冷めさ,さ
冷めろ,さ
冷やかし,ひやか
冷やかす,ひやか
冷やかさ,ひやか
冷やかそ,ひやか
冷やかせ,ひやか
冷やし,ひや
冷やす,ひや
冷やさ,ひや
冷やそ,ひや
冷やせ,ひや
冷凍,れいとう
冷却,れいきゃく
冷房,れいぼう
冷笑,れいしょう
冷蔵,れいぞう
冷遇,れいぐう
凌ぎ,しの
凌ぐ,しの
凌い,しの
凌が,しの
凌お,しの
凌げ,しの
凌え,しの
凍えま,こご
凍える,こご
凍えた,こご
凍えな,こご
凍えず,こご
凍えて,こご
凍えよ,こご
凍えら,こご
凍えさ,こご
凍えろ,こご
凍らし,こおら
凍らす,こおら
凍らさ,こおら
凍らそ,こおら
凍らせ,こおら
凍り,こお
凍る,こお
凍った,こお
凍ら,こお
凍って,こお
凍ろ,こお
凍れ,こお
凍ら,こお
凍死,とうし
凍結,とうけつ
凝らし,こら
凝らす,こら
凝らさ,こら
凝らそ,こら
凝らせ,こら
凝り,こ
凝る,こ
凝った,こ
凝ら,こ
凝って,こ
凝ろ,こ
凝れ,こ
凝ら,こ
凝乎と,じっと
凝固,ぎょうこ
凝縮,ぎょうしゅく
凝視,ぎょうし
凝集,ぎょうしゅう
凡打,ぼんだ
凡退,ぼんたい
処分,しょぶん
処刑,しょけい
処方,しょほう
処理,しょり
処置,しょち
処罰,しょばつ
処遇,しょぐう
凭れま,もた
凭れる,もた
凭れた,もた
凭れな,もた
凭れず,もた
凭れて,もた
凭れよ,もた
凭れら,もた
凭れさ,もた
凭れろ,もた
凱旋,がいせん
凸凹,でこぼこ
凹み,へこ
凹む,へこ
凹ん,へこ
凹ま,へこ
凹め,へこ
凹な,へこ
出かけま,でか
出かける,でか
出かけた,でか
出かけな,でか
出かけず,でか
出かけて,でか
出かけよ,でか
出かけら,でか
出かけさ,でか
出かけろ,でか
出くわし,でくわ
出くわす,でくわ
出くわさ,でくわ
出くわそ,でくわ
出くわせ,でくわ
出されま,だされ
出される,だされ
出された,だされ
出されな,だされ
出されず,だされ
出されて,だされ
出されよ,だされ
出されら,だされ
出されさ,だされ
出されろ,だされ
出し,だ
出す,だ
出さ,だ
出そ,だ
出せ,だ
出すぎま,です
出すぎる,です
出すぎた,です
出すぎな,です
出すぎず,です
出すぎて,です
出すぎよ,です
出すぎら,です
出すぎさ,です
出すぎろ,です
出そろい,でそろ
出そろう,でそろ
出そろった,でそろ
出そろわ,でそろ
出そろって,でそろ
出そろお,でそろ
出そろえ,でそろ
出そろわ,でそろ
出るま,で
出るる,で
出るた,で
出るな,で
出るず,で
出るて,で
出るよ,で
出るら,で
出るさ,で
出るろ,で
出世,しゅっせ
出会い,であ
出会う,であ
出会った,であ
出会わ,であ
出会って,であ
出会お,であ
出会え,であ
出会わ,であ
出入,しゅつにゅう
出入り,でいり
出兵,しゅっぺい
出前,でまえ
出力,しゅつりょく
出動,しゅつどう
出勤,しゅっきん
出向,しゅっこう
出向き,でむ
出向く,でむ
出向い,でむ
出向か,でむ
出向おう,でむ
出向け,でむ
出向え,でむ
出品,しゅっぴん
出回り,でまわ
出回る,でまわ
出回った,でまわ
出回ら,でまわ
出回って,でまわ
出回ろ,でまわ
出回れ,でまわ
出回ら,でまわ
出国,しゅっこく
出土,しゅつど
出場,しゅつじょう
出塁,しゅつるい
出家,しゅっけ
出尽し,でつ
出尽す,でつ
出尽さ,でつ
出尽そ,でつ
出尽せ,でつ
出展,しゅってん
出席,しゅっせき
出廷,しゅってい
出張,しゅっちょう
出征,しゅっせい
出所,しゅっしょ
出撃,しゅつげき
出来,しゅったい
出来ま,でき
出来る,でき
出来た,でき
出来な,でき
出来ず,でき
出来て,でき
出来よ,でき
出来ら,でき
出来さ,でき
出来ろ,でき
出来上がり,できあが
出来上がる,できあが
出来上がった,できあが
出来上がら,できあが
出来上がって,できあが
出来上がろ,できあが
出来上がれ,できあが
出来上がら,できあが
出歩き,である
出歩く,である
出歩い,である
出歩か,である
出歩おう,である
出歩け,である
出歩え,である
出水,しゅっすい
出没,しゅつぼつ
出港,しゅっこう
出漁,しゅつぎょ
出演,しゅつえん
出火,しゅっか
出版,しゅっぱん
出獄,しゅつごく
出現,しゅつげん
出生,しゅっしょう
出産,しゅっさん
出発,しゅっぱつ
出直し,でなお
出直す,でなお
出直さ,でなお
出直そ,でなお
出直せ,でなお
出社,しゅっしゃ
出稼ぎ,でかせぎ
出納,すいとう
出航,しゅっこう
出荷,しゅっか
出血,しゅっけつ
出費,しゅっぴ
出資,しゅっし
出走,しゅっそう
出迎えま,でむか
出迎える,でむか
出迎えた,でむか
出迎えな,でむか
出迎えず,でむか
出迎えて,でむか
出迎えよ,でむか
出迎えら,でむか
出迎えさ,でむか
出迎えろ,でむか
出遅れま,でおく
出遅れる,でおく
出遅れた,でおく
出遅れな,でおく
出遅れず,でおく
出遅れて,でおく
出遅れよ,でおく
出遅れら,でおく
出遅れさ,でおく
出遅れろ,でおく
出金,しゅっきん
出陣,しゅつじん
出頭,しゅっとう
出題,しゅつだい
出願,しゅつがん
出馬,しゅつば
分かち,わ
分かつ,わ
分かった,わ
分かた,わ
分かって,わ
分かとう,わ
分かげ,わ
分かた,わ
分かて,わ
分かり,わ
分かる,わ
分かった,わ
分から,わ
分かって,わ
分かろ,わ
分かれ,わ
分から,わ
分かれま,わか
分かれる,わか
分かれた,わか
分かれな,わか
分かれず,わか
分かれて,わか
分かれよ,わか
分かれら,わか
分かれさ,わか
分かれろ,わか
分けま,わ
分ける,わ
分けた,わ
分けな,わ
分けず,わ
分けて,わ
分けよ,わ
分けら,わ
分けさ,わ
分けろ,わ
分けま,わけ
分ける,わけ
分けた,わけ
分けな,わけ
分けず,わけ
分けて,わけ
分けよ,わけ
分けら,わけ
分けさ,わけ
分けろ,わけ
分与,ぶんよ
分乗,ぶんじょう
分冊,ぶんさつ
分別,ふんべつ
分別,ぶんべつ
分割,ぶんかつ
分化,ぶんか
分売,ぶんばい
分娩,ぶんべん
分家,ぶんけ
分岐,ぶんき
分布,ぶんぷ
分担,ぶんたん
分捕り,ぶんど
分捕る,ぶんど
分捕った,ぶんど
分捕ら,ぶんど
分捕って,ぶんど
分捕ろ,ぶんど
分捕れ,ぶんど
分捕ら,ぶんど
分散,ぶんさん
分析,ぶんせき
分業,ぶんぎょう
分泌,ぶんぴつ
分派,ぶんぱ
分立,ぶんりつ
分裂,ぶんれつ
分解,ぶんかい
分譲,ぶんじょう
分配,ぶんぱい
分量,ぶんりょう
分離,ぶんり
分類,ぶんるい
切らし,きら
切らす,きら
切らさ,きら
切らそ,きら
切らせ,きら
切り,き
切る,き
切った,き
切ら,き
切って,き
切ろ,き
切れ,き
切ら,き
切れま,き
切れる,き
切れた,き
切れな,き
切れず,き
切れて,き
切れよ,き
切れら,き
切れさ,き
切れろ,き
切断,せつだん
切望,せつぼう
切磋琢磨,せっさたくま
切羽詰まり,せっぱつま
切羽詰まる,せっぱつま
切羽詰まった,せっぱつま
切羽詰まら,せっぱつま
切羽詰まって,せっぱつま
切羽詰まろ,せっぱつま
切羽詰まれ,せっぱつま
切羽詰まら,せっぱつま
切迫,せっぱく
切開,せっかい
切除,せつじょ
刈り,か
刈る,か
刈った,か
刈ら,か
刈って,か
刈ろ,か
刈れ,か
刈ら,か
刊行,かんこう
列席,れっせき
列挙,れっきょ
列記,れっき
初めま,そ
初める,そ
初めた,そ
初めな,そ
初めず,そ
初めて,そ
初めよ,そ
初めら,そ
初めさ,そ
初めろ,そ
初出,しょしゅつ
初演,しょえん
判別,はんべつ
判定,はんてい
判断,はんだん
判明,はんめい
判決,はんけつ
別れま,わか
別れる,わか
別れた,わか
別れな,わか
別れず,わか
別れて,わか
別れよ,わか
別れら,わか
別れさ,わか
別れろ,わか
別居,べっきょ
利かし,きか
利かす,きか
利かさ,きか
利かそ,きか
利かせ,きか
