新型コロナウイルス感染症,しんがたコロナウイルスかんせんしょう
行政訴訟,ぎょうせいそしょう
漁夫の利,ぎょふのり
限り限り,ぎりぎ
吟遊詩人,ぎんゆうしじん
食い違,くいちが
食い逃げ,くいに
擽ったい,くすぐ
下らない,くだら
下り列車,くだりれっしゃ
口当たり,くちあ
苦肉の策,くにくのさく
組み替え,くみかえ
組み込み,くみこみ
組み写真,くみしゃしん
組み立て,くみた
悔し泣き,くやしな
繰り上げ,くりあ
繰り返し,くりかえ
繰り越し,くりこ
繰り延べ,くりの
黒っぽい,くろ
軍国主義,ぐんこくしゅぎ
軍法会議,ぐんぽうかいぎ
群雄割拠,ぐんゆうかっきょ
軽機関銃,けいきかんじゅう
経験豊富,けいけんほうふ
警察手帳,けいさつてちょう
経済封鎖,けいざいふうさ
形式主義,けいしきしゅぎ
刑事事件,けいじじけん
刑事責任,けいじせきにん
軽自動車,けいじどうしゃ
刑事補償,けいじほしょう
経常利益,けいじょうりえき
形成外科,けいせいげか
携帯電話,けいたいでんわ
結婚相手,けっこんあいて
決済方法,けっさいほうほう
決選投票,けっせんとうひょう
血液検査,けつえきけんさ
犬猿の仲,けんえんのなか
研究結果,けんきゅうけっか
兼業農家,けんぎょうのうか
健康食品,けんこうしょくひん
健康診断,けんこうしんだん
健康保険,けんこうほけん
検索条件,けんさくじょうけん
見当違い,けんとうちが
権謀術数,けんぼうじゅっすう
減価償却,げんかしょうきゃく
原稿用紙,げんこうようし
言語障害,げんごしょうがい
原子爆弾,げんしばくだん
現代社会,げんだいしゃかい
現場監督,げんばかんとく
公益法人,こうえきほうじん
交感神経,こうかんしんけい
交換条件,こうかんじょうけん
綱紀粛正,こうきしゅくせい
公共団体,こうきょうだんたい
公共放送,こうきょうほうそう
公共料金,こうきょうりょうきん
航空会社,こうくうがいしゃ
航空母艦,こうくうぼかん
皇宮警察,こうぐうけいさつ
高血圧症,こうけつあつしょう
工作機械,こうさくきかい
口座番号,こうざばんごう
高射特科,こうしゃとっか
公衆衛生,こうしゅうえいせい
公衆電話,こうしゅうでんわ
公序良俗,こうじょりょうぞく
厚生施設,こうせいしせつ
公正証書,こうせいしょうしょ
厚生年金,こうせいねんきん
抗生物質,こうせいぶっしつ
拘束時間,こうそくじかん
高速道路,こうそくどうろ
航続距離,こうぞくきょり
皇太子妃,こうたいしひ
交通機関,こうつうきかん
交通事故,こうつうじこ
公定歩合,こうていぶあい
香典返し,こうでんがえ
高等学校,こうとうがっこう
口答試問,こうとうしもん
口頭弁論,こうとうべんろん
荒唐無稽,こうとうむけい
香ばしい,こうば
公明正大,こうめいせいだい
高野豆腐,こうやどうふ
小売価格,こうりかかく
小売り店,こうりてん
顧客満足,こかくまんぞく
木枯らし,こが
刻一刻と,こくいっこく
国語辞典,こくごじてん
国際連合,こくさいれんごう
国粋主義,こくすいしゅぎ
国勢調査,こくせいちょうさ
国土計画,こくどけいかく
国内旅行,こくないりょこう
国防会議,こくぼうかいぎ
国民宿舎,こくみんしゅくしゃ
国民審査,こくみんしんさ
国民投票,こくみんとうひょう
国民年金,こくみんねんきん
国務大臣,こくむだいじん
国務長官,こくむちょうかん
国立劇場,こくりつげきじょう
孤軍奮闘,こぐんふんとう
焦げ付き,こげつ
心地よい,ここち
心当たり,こころあ
心苦しい,こころぐる
個人主義,こじんしゅぎ
戸籍謄本,こせきとうほん
国会議員,こっかいぎいん
国家試験,こっかしけん
国家主義,こっかしゅぎ
骨粗鬆症,こつそしょうしょう
固定観念,こていかんねん
固定資産,こていしさん
小手投げ,こてなげ
言葉遣い,ことばづか
子供たち,こども
子供の頃,こどものころ
粉ミルク,こな
好ましい,この
戸別訪問,こべつほうもん
混み合う,こみあう
固有名詞,こゆうめいし
此れから,こ
殺し文句,ころしもんく
合成樹脂,ごうせいじゅし
合成繊維,ごうせいせんい
合成洗剤,ごうせいせんざい
呉越同舟,ごえつどうしゅう
ご苦労様,ごくろうさま
後生大事,ごしょうだいじ
五十三次,ごじゅうさんつぎ
ご馳走様,ごちそうさま
五分五分,ごぶごぶ
ご無沙汰,ごぶさた
言語道断,ごんごどうだん
最小限度,さいしょうげんど
最新研究,さいしんけんきゅう
最新情報,さいしんじょうほう
細胞分裂,さいぼうぶんれつ
作業環境,さぎょうかんきょう
作付面積,さくづけめんせき
差し入れ,さしい
差し替え,さしか
差し込み,さしこ
差し支え,さしつか
差し止め,さしと
差し引き,さしひ
作況指数,さっきょうしすう
五月晴れ,さつきばれ
殺人事件,さつじんじけん
さつま芋,さつまいも
左様なら,さようなら
騒がしい,さわ
三角関係,さんかくかんけい
産業革命,さんぎょうかくめい
産業機械,さんぎょうきかい
三三五五,さんさんごご
産児制限,さんじせいげん
３８度線,さんじゅうはちどせん
酸素吸入,さんそきゅうにゅう
三段跳び,さんだんとび
産婦人科,さんふじんか
三位一体,さんみいったい
在外公館,ざいがいこうかん
在郷軍人,ざいごうぐんじん
財団法人,ざいだんほうじん
仕上がり,しあ
仕入れ先,しいれさき
潮干狩り,しおひが
歯科医師,しかいし
仕方ない,しかた
しか無い,しかない
敷き布団,しきぶとん
資金繰り,しきんぐり
資金調達,しきんちょうたつ
仕事始め,しごとはじめ
四十九日,しじゅうくにち
紫綬褒章,しじゅほうしょう
市場調査,しじょうちょうさ
至上命令,しじょうめいれい
自然科学,しぜんかがく
自然環境,しぜんかんきょう
自然休会,しぜんきゅうかい
自然公園,しぜんこうえん
自然増収,しぜんぞうしゅう
自然淘汰,しぜんとうた
舌足らず,したたらず
下手投げ,したてなげ
市中銀行,しちゅうぎんこう
執行委員,しっこういいん
執行機関,しっこうきかん
執行猶予,しっこうゆうよ
失業保険,しつぎょうほけん
指導主事,しどうしゅじ
指導要領,しどうようりょう
師範学校,しはんがっこう
芝居小屋,しばいごや
四分五裂,しぶんごれつ
司法裁判,しほうさいばん
司法書士,しほうしょし
資本主義,しほんしゅぎ
仕舞った,しまった
締まり屋,しまりや
沁み沁み,しみじみ
市民社会,しみんしゃかい
締め切り,しめきり
湿っぽい,しめっぽい
締め付け,しめつけ
社会運動,しゃかいうんどう
社会科学,しゃかいかがく
社会教育,しゃかいきょういく
社会資本,しゃかいしほん
社会主義,しゃかいしゅぎ
社会事業,しゃかいじぎょう
社会政策,しゃかいせいさく
社会福祉,しゃかいふくし
社会保険,しゃかいほけん
社会保障,しゃかいほしょう
社会問題,しゃかいもんだい
車間距離,しゃかんきょり
写真撮影,しゃしんさつえい
社団法人,しゃだんほうじん
修学旅行,しゅうがくりょこう
終始一貫,しゅうしいっかん
修士課程,しゅうしかてい
修正主義,しゅうせいしゅぎ
集中豪雨,しゅうちゅうごうう
収入印紙,しゅうにゅういんし
主権在民,しゅけんざいみん
出処進退,しゅっしょしんたい
主として,しゅとして
種類豊富,しゅるいほうふ
春夏秋冬,しゅんかしゅうとう
生涯教育,しょうがいきょういく
傷害保険,しょうがいほけん
将棋倒し,しょうぎだおし
商業銀行,しょうぎょうぎんこう
商事会社,しょうじがいしゃ
少数意見,しょうすういけん
小選挙区,しょうせんきょく
小中学生,しょうちゅうがくせい
賞味期限,しょうみきげん
照葉樹林,しょうようじゅりん
職業意識,しょくぎょういしき
職務質問,しょくむしつもん
食料品店,しょくりょうひんてん
暑中見舞,しょちゅうみまい
初等教育,しょとうきょういく
使用済み,しようずみ
知らん顔,しらんかお
知り合い,しりあい
知り合う,しりあう
四六時中,しろくじちゅう
心筋梗塞,しんきんこうそく
進行状況,しんこうじょうきょう
紳士協定,しんしきょうてい
心神耗弱,しんしんこうじゃく
心神喪失,しんしんそうしつ
進退伺い,しんたいうかがい
信託統治,しんたくとうち
信販会社,しんぱんがいしゃ
新聞記事,しんぶんきじ
辛抱強い,しんぼうづよい
新約聖書,しんやくせいしょ
信用金庫,しんようきんこ
信用組合,しんようくみあい
地下足袋,じかたび
自家用車,じかようしゃ
時間切れ,じかんぎれ
時期尚早,じきしょうそう
事件記者,じけんきしゃ
自己管理,じこかんり
自己嫌悪,じこけんお
自己顕示,じこけんじ
自己資本,じこしほん
自業自得,じごうじとく
時々刻々,じじこっこく
事実無根,じじつむこん
時代感覚,じだいかんかく
時代錯誤,じだいさくご
実質賃金,じっしつちんぎん
十種競技,じっしゅきょうぎ
実態調査,じったいちょうさ
実用新案,じつようしんあん
実力行使,じつりょくこうし
地場産業,じばさんぎょう
自分勝手,じぶんかって
自分自身,じぶんじしん
自暴自棄,じぼうじき
事務次官,じむじかん
事務総局,じむそうきょく
事務当局,じむとうきょく
事務取扱,じむとりあつかい
自問自答,じもんじとう
じゃが芋,じゃがいも
弱肉強食,じゃくにくきょうしょく
じゃ無い,じゃない
縦横無尽,じゅうおうむじん
重加算税,じゅうかさんぜい
十月革命,じゅうがつかくめい
重機関銃,じゅうきかんじゅう
柔軟体操,じゅうなんたいそう
