新型コロナウイルス感染症,しんがたコロナウイルスかんせんしょう
食品添加物,しょくひんてんかぶつ
飽くまでも,あくまでも
馬鹿らしい,ばか
馴れ馴れし,なれなれ
駆けつけさ,かけつ
駆けつけず,かけつ
駆けつけた,かけつ
駆けつけて,かけつ
駆けつけな,かけつ
駆けつけま,かけつ
駆けつけよ,かけつ
駆けつけら,かけつ
駆けつける,かけつ
駆けつけろ,かけつ
高等裁判所,こうとうさいばんしょ
高飛び込み,たかとびこ
鳴り物入り,なりものい
１０００円,せんえん
ああ言う,ああいう
あいつ等,あいつら
あくる日,あくるひ
あなた方,あなたがた
あり得な,え
いい加減,いいかげん
お一人様,おひとりさま
お互いに,おたが
お仕着せ,おしき
お仕舞い,おしま
お代わり,おかわり
お出かけ,おで
お手上げ,おてあ
お手伝い,おてつだい
お手洗い,おてあら
お手盛り,おても
お疲れ様,おつかれさま
お知らせ,おしら
お腹の子,おなかのこ
お話し中,おはなしちゅう
お誕生日,おたんじょうび
お負けに,おま
お買い得,おかいどく
お陰様で,おかげさまで
お馴染み,おなじ
くじ引き,くじびき
くたばっ,くたば
くたばら,くたば
くたばり,くたば
くたばる,くたば
くたばれ,くたば
くたばろ,くたば
くっ付い,くっつ
くっ付え,くっつ
くっ付か,くっつ
くっ付き,くっつ
くっ付く,くっつ
くっ付け,くっつ
ご無沙汰,ごぶさた
ご苦労様,ごくろうさま
ご馳走様,ごちそうさま
さつま芋,さつまいも
しか無い,しかない
じゃが芋,じゃがいも
じゃん拳,じゃんけん
じゃ無い,じゃない
すき焼き,すきやき
そう言う,そういう
そこら辺,そこらへん
その内に,そのうちに
そんな中,そんななか
だらし無,な
ちり取り,ちりとり
つかの間,つかのま
つけ込な,つけこ
つけ込ま,つけこ
つけ込み,つけこ
つけ込む,つけこ
つけ込め,つけこ
つけ込ん,つけこ
では無い,ではない
でも無い,でもない
と言えば,といえば
どの様に,どのよう
はみ出さ,はみだ
はみ出し,はみだ
はみ出す,はみだ
はみ出せ,はみだ
はみ出そ,はみだ
ばら撒い,ま
ばら撒え,ま
ばら撒か,ま
ばら撒き,ま
ばら撒く,ま
ばら撒け,ま
ひとり子,ひとりご
ひな祭り,ひなまつり
ほうがい,よ
までも無,な
もう一度,もういちど
やり取り,やりとり
やり甲斐,やりがい
やり直さ,やりなお
やり直し,やりなお
やり直す,やりなお
やり直せ,やりなお
やり直そ,やりなお
やり繰り,やりくり
よそ行き,よそゆき
アミノ酸,アミノさん
カスピ海,カスピかい
カリブ海,カリブかい
ガラス戸,ガラスど
コピー機,コピーき
コロナ禍,コロナか
サイン会,サインかい
シーア派,シーアは
テレビ局,テレビきょく
デパ地下,デパちか
デボン紀,デボンき
ドイツ語,ドイツご
ドラム缶,ドラムかん
ドラ息子,ドラむすこ
ドル買い,ドルかい
フライ級,フライきゅう
ブチ切れ,ブチきれ
プロ野球,プロやきゅう
プー太郎,ぷうたろう
ベニヤ板,ベニヤいた
ミドル級,ミドルきゅう
ユダヤ教,ユダヤきょう
ラテン語,ラテンご
リーグ戦,リーグせん
ローマ字,ローマじ
一つ一つ,ひとつひとつ
一人っ子,ひとりっこ
一人一人,ひとりひとり
一人息子,ひとりむすこ
一人歩き,ひとりあるき
一人相撲,ひとりずもう
一刀両断,いっとうりょうだん
一味違い,ひとあじちが
一味違う,ひとあじちが
一味違え,ひとあじちが
一味違お,ひとあじちが
一味違っ,ひとあじちが
一味違わ,ひとあじちが
一喜一憂,いっきいちゆう
一心不乱,いっしんふらん
一心同体,いっしんどうたい
一念発起,いちねんほっき
一戸建て,いっこだ
一括払い,いっかつばらい
一攫千金,いっかくせんきん
一方通行,いっぽうつうこう
一朝一夕,いっちょういっせき
一本立ち,いっぽんだち
一本釣り,いっぽんづり
一枚看板,いちまいかんばん
一次産品,いちじさんぴん
一次産業,いちじさんぎょう
一点張り,いってんばり
一生懸命,いっしょうけんめい
一番乗り,いちばんのり
一目散に,いちもくさんに
一石二鳥,いっせきにちょう
一触即発,いっしょくそくはつ
一足飛び,いっそくとび
一進一退,いっしんいったい
一部始終,いちぶしじゅう
一長一短,いっちょういったん
一騎打ち,いっきう
七不思議,ななふしぎ
万有引力,ばんゆういんりょく
三つ折り,みつおり
三三五五,さんさんごご
三位一体,さんみいったい
三段跳び,さんだんとび
三角関係,さんかくかんけい
上げ下げ,あげさげ
上っ調子,うわっちょうし
上り下り,のぼりくだり
上り列車,のぼりれっしゃ
上り調子,のぼりちょうし
上向おう,うわむ
上手投げ,うわてな
上昇気流,じょうしょうきりゅう
下らない,くだら
下り列車,くだりれっしゃ
下手くそ,へたくそ
下手投げ,したてなげ
不似合い,ふにあい
不偏不党,ふへんふとう
不動産屋,ふどうさんや
不協和音,ふきょうわおん
不可思議,ふかしぎ
不可抗力,ふかこうりょく
不意打ち,ふいうち
不毛の地,ふもうのち
不眠不休,ふみんふきゅう
不釣合い,ふつりあい
世界各国,せかいかっこく
世界各地,せかいかくち
世界大戦,せかいたいせん
世界遺産,せかいいさん
世界銀行,せかいぎんこう
世間並み,せけんなみ
並み外れ,なみはず
並外れさ,なみはず
並外れず,なみはず
並外れた,なみはず
並外れて,なみはず
並外れな,なみはず
並外れま,なみはず
並外れよ,なみはず
並外れら,なみはず
並外れる,なみはず
並外れろ,なみはず
中央集権,ちゅうおうしゅうけん
中小企業,ちゅうしょうきぎょう
中枢神経,ちゅうすうしんけい
中産階級,ちゅうさんかいきゅう
中華料理,ちゅうかりょうり
中華民国,ちゅうかみんこく
中途半端,ちゅうとはんぱ
丸っきり,まるっきり
主として,しゅとして
主権在民,しゅけんざいみん
久しぶり,ひさしぶり
乗っかっ,のっか
乗っから,のっか
乗っかり,のっか
乗っかる,のっか
乗っかれ,のっか
乗っかろ,のっか
乗っ取り,のっとり
乗り付け,のりつけ
乗り心地,のりごこち
乗り換え,のりかえ
乗り継ぐ,のりつぐ
乗り越し,のりこし
乗り降り,のりおり
予備知識,よびちしき
予想以上,よそういじょう
予期せぬ,よきせぬ
予約注文,よやくちゅうもん
予防接種,よぼうせっしゅ
事があっ,ことあ
事があら,ことあ
事があり,ことあ
事がある,ことあ
事があれ,ことあ
事があろ,ことあ
事になっ,ことにな
事になら,ことにな
事になり,ことにな
事になる,ことにな
事になれ,ことにな
事になろ,ことにな
事によっ,ことによ
事によら,ことによ
事により,ことによ
事による,ことによ
事によれ,ことによ
事によろ,ことによ
事件記者,じけんきしゃ
事務取扱,じむとりあつかい
事務当局,じむとうきょく
事務次官,じむじかん
事務総局,じむそうきょく
事実無根,じじつむこん
二つ返事,ふたつへんじ
二人とも,ふたりとも
二人三脚,ににんさんきゃく
二人連れ,ふたりづれ
二十世紀,にじっせいき
二律背反,にりつはいはん
二日酔い,ふつかよい
二本立て,にほんだて
二段構え,にだんがまえ
二百十日,にひゃくとおか
二者択一,にしゃたくいつ
二重写し,にじゅううつし
二階建て,にかいだて
互い違い,たがいちがい
五分五分,ごぶごぶ
五十三次,ごじゅうさんつぎ
五月晴れ,さつきばれ
井戸掘り,いどほり
亜爾加里,アルカリ
亜米利加,アメリカ
亡くなっ,な
亡くなら,な
亡くなり,な
亡くなる,な
亡くなれ,な
亡くなろ,な
交感神経,こうかんしんけい
交換条件,こうかんじょうけん
交通事故,こうつうじこ
交通機関,こうつうきかん
人だかり,ひとだかり
人事異動,じんじいどう
人工呼吸,じんこうこきゅう
人工衛星,じんこうえいせい
人工透析,じんこうとうせき
人差し指,ひとさしゆび
人当たり,ひとあたり
人形使い,にんぎょうつかい
人文科学,じんぶんかがく
人権擁護,じんけんようご
人民戦線,じんみんせんせん
人気取り,にんきとり
人減らし,ひとべ
人知れず,ひとしれず
人見知り,ひとみしり
人身事故,じんしんじこ
人身売買,じんしんばいばい
人道主義,じんどうしゅぎ
人間国宝,にんげんこくほう
人間工学,にんげんこうがく
人間関係,にんげんかんけい
仄めかさ,ほのめか
仄めかし,ほのめか
仄めかす,ほのめか
仄めかせ,ほのめか
仄めかそ,ほのめか
今ひとつ,いまひとつ
介護保険,かいごほけん
仕上がっ,しあが
仕上がら,しあが
仕上がり,しあが
仕上がる,しあが
仕上がれ,しあが
仕上がろ,しあが
仕上げさ,しあ
仕上げず,しあ
仕上げた,しあ
仕上げて,しあ
仕上げな,しあ
仕上げま,しあ
仕上げよ,しあ
仕上げら,しあ
仕上げる,しあ
仕上げろ,しあ
仕事始め,しごとはじめ
仕入れさ,しい
仕入れず,しい
仕入れた,しい
仕入れて,しい
仕入れな,しい
仕入れま,しい
仕入れよ,しい
仕入れら,しい
仕入れる,しい
仕入れろ,しい
仕入れ先,しいれさき
仕向けさ,しむ
仕向けず,しむ
仕向けた,しむ
仕向けて,しむ
仕向けな,しむ
仕向けま,しむ
仕向けよ,しむ
仕向けら,しむ
仕向ける,しむ
仕向けろ,しむ
仕掛けさ,しか
仕掛けず,しか
仕掛けた,しか
仕掛けて,しか
仕掛けな,しか
仕掛けま,しか
仕掛けよ,しか
仕掛けら,しか
仕掛ける,しか
仕掛けろ,しか
仕方がな,しかたな
仕方ない,しかた
仕様がな,しような
仕留めさ,しと
仕留めず,しと
仕留めた,しと
仕留めて,しと
仕留めな,しと
仕留めま,しと
仕留めよ,しと
仕留めら,しと
仕留める,しと
仕留めろ,しと
仕立てさ,した
仕立てず,した
仕立てた,した
仕立てて,した
仕立てな,した
仕立てま,した
仕立てよ,した
仕立てら,した
仕立てる,した
